#Time since start in ms ,GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),Heading direction (°)
40957,1.59,-0.43,-0.06,300.9
40977,1.59,-0.43,-0.06,300.9
40998,1.59,-0.43,-0.06,300.9
41018,1.59,-0.43,-0.06,298.9
41037,-2.38,1.04,1.71,298.9
41058,-2.38,1.04,1.71,298.9
41079,-2.38,1.04,1.71,298.9
41097,-1.4,-0.98,-0.55,298.9
41118,-1.4,-0.98,-0.55,300.53
41138,-1.4,-0.98,-0.55,300.53
41157,0,-1.4,-2.5,300.53
41177,0,-1.4,-2.5,301.27
41198,0,-1.4,-2.5,301.27
41218,0,-1.4,-2.5,301.27
41242,-1.53,-0.61,1.4,299.32
41257,-1.53,-0.61,1.4,299.32
41277,-1.53,-0.61,1.4,303.04
41297,-1.59,-0.98,4.88,303.04
41317,-1.59,-0.98,4.88,303.04
41337,-1.59,-0.98,4.88,303.04
41357,-1.59,-0.98,4.88,303.04
41378,-1.65,-1.46,-0.24,303.04
41397,-1.65,-1.46,-0.24,300.64
41417,-1.16,-1.04,-2.75,300.64
41438,-1.16,-1.04,-2.75,300.28
41457,-1.16,-1.04,-2.75,300.28
41478,-1.16,-1.04,-2.75,300.28
41497,-0.49,-0.92,2.5,298.89
41517,-0.49,-0.92,2.5,298.89
41538,-0.49,-0.92,2.5,298.89
41557,-0.49,-0.92,2.5,294.73
41577,-3.6,-0.06,-0.73,294.73
41597,-3.6,-0.06,-0.73,294.73
41617,-3.6,-0.06,-0.73,294.73
41638,-6.9,-7.38,-7.63,294.73
41658,-6.9,-7.38,-7.63,301.18
41677,-6.9,-7.38,-7.63,301.18
41697,0.24,-0.12,-5.61,301.18
41717,0.24,-0.12,-5.61,295.53
41737,0.24,-0.12,-5.61,295.53
41757,-0.79,0.61,0.37,298.72
41777,-0.79,0.61,0.37,298.72
41798,-0.79,0.61,0.37,298.72
41818,-0.79,0.61,0.37,297.71
41837,6.84,0.31,-1.22,297.71
41858,6.84,0.31,-1.22,297.71
41877,6.84,0.31,-1.22,297.71
41897,6.84,0.31,-1.22,297.71
41917,-2.01,-0.73,2.69,297.71
41938,-2.01,-0.73,2.69,299.42
41957,0.06,-1.89,-0.31,299.42
41980,0.06,-1.89,-0.31,301.41
41998,0.06,-1.89,-0.31,301.41
42018,0.06,-1.89,-0.31,301.41
42037,0.79,1.22,5.07,301.91
42058,0.79,1.22,5.07,301.91
42078,0.79,1.22,5.07,300.08
42099,4.21,5.31,3.72,300.08
42117,4.21,5.31,3.72,300.08
42137,4.21,5.31,3.72,300.08
42157,4.21,5.31,3.72,300.08
42177,0,1.53,5.98,300.08
42197,0,1.53,5.98,296.66
42217,0,1.53,5.98,296.66
42237,0.49,0.98,1.77,299.72
42257,0.49,0.98,1.77,299.72
42278,0.49,0.98,1.77,299.72
42299,-0.06,1.04,1.83,299.17
42317,-0.06,1.04,1.83,299.17
42337,-0.06,1.04,1.83,299.17
42359,-0.06,1.04,1.83,298.77
42377,-0.79,-2.26,1.34,298.77
42398,-0.79,-2.26,1.34,298.77
42417,-0.79,-2.26,1.34,298.77
42437,-0.85,-1.71,0.43,298.77
42458,-0.85,-1.71,0.43,298.36
42483,-0.85,-1.71,0.43,298.36
42497,0.24,0.31,1.4,298.36
42517,0.24,0.31,1.4,298.33
42538,0.24,0.31,1.4,298.33
42558,0.67,2.01,-0.18,297.07
42578,0.67,2.01,-0.18,297.07
42597,0.67,2.01,-0.18,297.07
42619,0.67,2.01,-0.18,298.25
42637,-3.3,3.78,1.53,298.25
42658,-3.3,3.78,1.53,298.25
42678,-3.3,3.78,1.53,298.25
42697,-3.3,3.78,1.53,298.25
42717,0.85,2.99,2.99,298.25
42737,0.85,2.99,2.99,299.28
42758,2.14,1.28,-0.43,299.28
42778,2.14,1.28,-0.43,297.91
42798,2.14,1.28,-0.43,297.91
42817,2.14,1.28,-0.43,297.91
42837,-1.46,0.73,-1.34,298.44
42858,-1.46,0.73,-1.34,298.44
42878,-1.46,0.73,-1.34,298.44
42897,-1.46,0.73,-1.34,300.47
42918,5.55,-0.67,-1.52,300.47
42937,5.55,-0.67,-1.52,300.47
42958,5.55,-0.67,-1.52,300.47
42978,0.06,-0.06,-7.99,300.47
42997,0.06,-0.06,-7.99,299.73
43018,0.06,-0.06,-7.99,299.73
43038,7.69,9.4,-1.77,299.73
43057,7.69,9.4,-1.77,302.47
43077,7.69,9.4,-1.77,302.47
43097,-28.01,-7.2,-4.88,296.5
43117,-28.01,-7.2,-4.88,296.5
43137,-28.01,-7.2,-4.88,296.5
43157,-28.01,-7.2,-4.88,296.5
43177,-8.91,-7.63,-13.91,296.5
43198,-8.91,-7.63,-13.91,296.5
43217,-8.91,-7.63,-13.91,301.11
43237,11.72,1.83,-0.98,301.11
43257,11.72,1.83,-0.98,301.2
43277,11.72,1.83,-0.98,301.2
43298,5.25,0.67,7.81,301.2
43318,5.25,0.67,7.81,302.22
43340,5.25,0.67,7.81,302.22
43358,5.25,0.67,7.81,302.22
43378,-2.07,0.31,-1.71,300.76
43397,-2.07,0.31,-1.71,300.76
43417,-2.07,0.31,-1.71,300.76
43438,1.16,-1.83,6.84,300.76
43457,1.16,-1.83,6.84,300.76
43477,1.16,-1.83,6.84,299.63
43498,1.16,-1.83,6.84,299.63
43518,1.1,6.47,11.6,299.63
43538,1.1,6.47,11.6,300.2
43558,1.65,-4.15,0.06,300.2
43578,1.65,-4.15,0.06,297.91
43597,1.65,-4.15,0.06,297.91
43617,1.65,-4.15,0.06,297.91
43637,-19.77,0.49,8.42,301.66
43657,-19.77,0.49,8.42,301.66
43677,-19.77,0.49,8.42,301.66
43698,-19.77,0.49,8.42,301.66
43717,10.01,3.84,0.31,301.66
43737,10.01,3.84,0.31,301.66
43758,10.01,3.84,0.31,301.83
43780,0.55,-3.66,0.49,301.83
43798,0.55,-3.66,0.49,299.96
43817,0.55,-3.66,0.49,299.96
43838,3.36,0.49,-3.91,299.96
43859,3.36,0.49,-3.91,302.74
43877,3.36,0.49,-3.91,302.74
43898,20.2,13.61,-3.6,302.74
43917,20.2,13.61,-3.6,296.55
43938,20.2,13.61,-3.6,296.55
43957,20.2,13.61,-3.6,296.55
43977,-10.56,-1.83,7.75,296.55
43997,-10.56,-1.83,7.75,296.55
44019,-10.56,-1.83,7.75,302.31
44037,-10.56,-1.83,7.75,302.31
44057,2.81,-4.52,-10.99,302.31
44077,2.81,-4.52,-10.99,300.31
44098,-11.96,-1.77,-13.18,300.31
44118,-11.96,-1.77,-13.18,299.9
44138,-11.96,-1.77,-13.18,299.9
44158,-11.96,-1.77,-13.18,299.9
44177,9.22,3.6,-5.13,303.01
44199,9.22,3.6,-5.13,303.01
44218,9.22,3.6,-5.13,303.01
44237,9.22,3.6,-5.13,303.01
44258,-5.07,4.39,-4.15,303.01
44277,-5.07,4.39,-4.15,303.15
44297,-5.07,4.39,-4.15,303.15
44317,3.91,-1.71,-2.26,303.15
44337,3.91,-1.71,-2.26,306.66
44359,16.85,-1.4,15.32,306.66
44377,16.85,-1.4,15.32,301.37
44397,16.85,-1.4,15.32,301.37
44417,16.85,-1.4,15.32,301.37
44437,9.34,-3.97,12.39,300.56
44458,9.34,-3.97,12.39,300.56
44477,9.34,-3.97,12.39,300.56
44497,9.34,-3.97,12.39,300.56
44517,-0.49,5.07,7.2,300.56
44537,-0.49,5.07,7.2,300.56
44557,-0.49,5.07,7.2,301.79
44577,-13.67,1.1,12.63,301.79
44597,-13.67,1.1,12.63,301.17
44617,-13.67,1.1,12.63,301.17
44637,0.37,-3.11,4.09,301.17
44657,0.37,-3.11,4.09,300.78
44677,0.37,-3.11,4.09,300.78
44698,0.37,-3.11,4.09,300.78
44717,10.74,0.43,2.87,303.82
44737,10.74,0.43,2.87,303.82
44758,10.74,0.43,2.87,303.82
44778,10.99,1.71,-1.04,303.82
44797,10.99,1.71,-1.04,303.82
44818,10.99,1.71,-1.04,302.84
44838,10.99,1.71,-1.04,302.84
44858,12.63,5.92,-9.7,302.84
44877,12.63,5.92,-9.7,300.48
44897,12.63,5.92,-9.7,300.48
44918,-11.96,5.74,4.76,300.48
44938,-11.96,5.74,4.76,298.57
44957,-11.96,5.74,4.76,298.57
44977,-5.8,-9.89,-18.98,303.06
44997,-5.8,-9.89,-18.98,303.06
45018,-5.8,-9.89,-18.98,303.06
45038,-5.8,-9.89,-18.98,303.06
45058,-14.77,-3.36,-13,303.06
45078,-14.77,-3.36,-13,303.18
45098,-14.77,-3.36,-13,303.18
45118,-3.78,5.25,-2.32,303.18
45138,-3.78,5.25,-2.32,302.3
45158,-3.78,5.25,-2.32,302.3
45177,-1.22,3.05,-3.05,302.3
45197,-1.22,3.05,-3.05,301.89
45220,-1.22,3.05,-3.05,301.89
45237,-6.9,0.37,5.37,301.45
45257,-6.9,0.37,5.37,301.45
45277,-6.9,0.37,5.37,301.45
45298,-6.9,0.37,5.37,301.45
45317,9.46,-2.56,9.95,301.45
45337,9.46,-2.56,9.95,301.45
45357,9.46,-2.56,9.95,305.9
45377,9.46,-2.56,9.95,305.9
45398,3.91,-5.62,12.39,304.07
45418,3.91,-5.62,12.39,304.07
45438,-0.18,4.88,4.33,304.07
45457,-0.18,4.88,4.33,301.48
45477,-0.18,4.88,4.33,301.48
45497,-0.18,4.88,4.33,301.48
45517,8.12,6.71,3.78,301.25
45537,8.12,6.71,3.78,301.25
45557,8.12,6.71,3.78,301.25
45577,8.12,6.71,3.78,301.25
45598,-28.32,-12.82,12.15,301.25
45618,-28.32,-12.82,12.15,301.33
45638,-28.32,-12.82,12.15,301.33
45658,12.08,-0.24,5.31,301.33
45678,12.08,-0.24,5.31,303.49
45698,0.85,-0.31,2.14,303.49
45718,0.85,-0.31,2.14,302.44
45738,0.85,-0.31,2.14,302.44
45757,0.85,-0.31,2.14,302.44
45777,8.48,-0.37,-12.63,303.74
45797,8.48,-0.37,-12.63,303.74
45817,8.48,-0.37,-12.63,303.74
45837,8.48,-0.37,-12.63,303.74
45857,8.85,11.23,-1.28,303.74
45878,8.85,11.23,-1.28,303.74
45898,8.85,11.23,-1.28,302.81
45918,4.21,-4.33,-0.85,302.81
45938,4.21,-4.33,-0.85,304.51
45958,4.21,-4.33,-0.85,304.51
45978,-3.17,-5.43,-17.27,304.51
45998,-3.17,-5.43,-17.27,304.51
46017,-3.17,-5.43,-17.27,302.45
46038,-15.81,0.24,-12.57,301.68
46057,-15.81,0.24,-12.57,301.68
46077,-15.81,0.24,-12.57,301.68
46097,-15.81,0.24,-12.57,301.68
46118,0.73,1.46,-8.73,301.68
46138,0.73,1.46,-8.73,301.68
46158,0.73,1.46,-8.73,304.61
46177,0.73,1.46,-8.73,304.61
46198,-2.44,1.65,1.1,303.27
46217,-2.44,1.65,1.1,303.27
46237,2.01,3.97,5.31,303.27
46258,2.01,3.97,5.31,305.85
46277,2.01,3.97,5.31,305.85
46297,2.01,3.97,5.31,305.85
46317,8,-1.16,13.31,307.98
46337,8,-1.16,13.31,307.98
46358,8,-1.16,13.31,307.98
46377,8,-1.16,13.31,307.98
46397,11.11,-5.43,9.77,307.98
46417,11.11,-5.43,9.77,301.17
46437,11.11,-5.43,9.77,301.17
46457,6.04,5.31,10.07,301.17
46477,6.04,5.31,10.07,305.83
46497,6.04,5.31,10.07,305.83
46517,-0.61,9.4,5.13,305.83
46538,-0.61,9.4,5.13,304.51
46557,-0.61,9.4,5.13,304.51
46577,-7.93,-2.01,10.13,306.78
46599,-7.93,-2.01,10.13,306.78
46618,-7.93,-2.01,10.13,306.78
46638,-7.93,-2.01,10.13,306.78
46658,9.28,3.78,14.22,306.78
46677,9.28,3.78,14.22,306.78
46697,9.28,3.78,14.22,303.39
46717,9.28,3.78,14.22,303.39
46738,1.83,-4.76,4.64,297.1
46758,1.83,-4.76,4.64,297.1
46777,12.27,6.22,-11.47,297.1
46797,12.27,6.22,-11.47,298.91
46817,12.27,6.22,-11.47,298.91
46837,12.27,6.22,-11.47,298.91
46862,6.71,6.04,1.1,298.91
46878,6.71,6.04,1.1,298.91
46898,6.71,6.04,1.1,298.91
46918,-9.03,4.94,-4.15,298.91
46938,-9.03,4.94,-4.15,298.91
46957,-9.03,4.94,-4.15,300.67
46979,-9.03,4.94,-4.15,300.67
46998,-4.33,6.16,-12.21,300.67
47018,-4.33,6.16,-12.21,300.21
47039,-39.18,2.93,4.33,300.21
47058,-39.18,2.93,4.33,299.3
47077,-39.18,2.93,4.33,299.3
47097,-39.18,2.93,4.33,299.3
47118,-41.08,-33.08,6.65,305.22
47137,-41.08,-33.08,6.65,305.22
47162,-41.08,-33.08,6.65,305.22
47178,-41.08,-33.08,6.65,305.22
47198,-1.83,5.55,9.52,305.22
47218,-1.83,5.55,9.52,305.22
47238,-1.83,5.55,9.52,300.94
47257,6.29,0.98,13.73,300.94
47278,6.29,0.98,13.73,299.22
47298,6.29,0.98,13.73,299.22
47319,13.31,1.04,17.76,299.22
47338,13.31,1.04,17.76,300.27
47359,13.31,1.04,17.76,300.27
47377,13.31,1.04,17.76,300.27
47397,-6.83,-10.74,11.29,299.22
47417,-6.83,-10.74,11.29,299.22
47438,-6.83,-10.74,11.29,299.22
47458,-2.93,5.98,12.39,299.22
47478,-2.93,5.98,12.39,299.22
47498,-2.93,5.98,12.39,299.57
47517,-2.93,5.98,12.39,299.57
47537,2.99,-4.46,-5.86,295.79
47558,2.99,-4.46,-5.86,295.79
47577,-6.77,2.32,-1.16,295.79
47599,-6.77,2.32,-1.16,296.55
47618,-6.77,2.32,-1.16,296.55
47638,-6.77,2.32,-1.16,296.55
47658,9.89,-2.56,-3.97,294.75
47677,9.89,-2.56,-3.97,294.75
47697,9.89,-2.56,-3.97,294.75
47717,9.89,-2.56,-3.97,294.75
47738,4.64,-5.55,-14.4,294.75
47757,4.64,-5.55,-14.4,297.35
47778,4.64,-5.55,-14.4,297.35
47798,10.25,23.8,-13.91,297.35
47818,10.25,23.8,-13.91,299.44
47838,10.25,23.8,-13.91,299.44
47858,3.85,33.81,-3.17,299.44
47877,3.85,33.81,-3.17,300.18
47898,3.85,33.81,-3.17,300.18
47918,4.7,25.02,-17.45,296.67
47938,4.7,25.02,-17.45,296.67
47957,4.7,25.02,-17.45,296.67
47977,4.7,25.02,-17.45,296.67
47997,5.92,17.58,-5.43,296.67
48017,5.92,17.58,-5.43,296.67
48037,5.92,17.58,-5.43,305.22
48057,4.15,3.3,5.43,305.22
48077,4.15,3.3,5.43,303.22
48097,4.15,3.3,5.43,303.22
48117,5.19,0.06,-3.3,303.22
48140,5.19,0.06,-3.3,304.4
48158,5.19,0.06,-3.3,304.4
48177,5.19,0.06,-3.3,304.4
48197,6.29,-2.44,-5.25,304.4
48217,6.29,-2.44,-5.25,304.4
48237,6.29,-2.44,-5.25,304.4
48258,6.29,-2.44,-5.25,309.4
48278,-1.1,0.73,2.32,309.4
48298,-1.1,0.73,2.32,303.79
48318,-1.1,0.73,2.32,303.79
48338,4.21,-1.89,3.6,303.79
48357,4.21,-1.89,3.6,306.91
48378,-0.85,-1.83,0.18,306.91
48398,-0.85,-1.83,0.18,306.92
48418,-0.85,-1.83,0.18,306.92
48437,-0.85,-1.83,0.18,306.92
48457,4.33,-3.48,-1.77,306.92
48479,4.33,-3.48,-1.77,306.92
48497,4.33,-3.48,-1.77,306.92
48517,4.33,-3.48,-1.77,303.9
48537,-4.52,-5.92,1.89,303.9
48558,-4.52,-5.92,1.89,304.68
48578,-4.52,-5.92,1.89,304.68
48597,-6.59,-4.64,2.14,304.68
48619,-6.59,-4.64,2.14,304.79
48638,-6.59,-4.64,2.14,304.79
48657,2.38,5.8,3.85,304.79
48678,2.38,5.8,3.85,307.95
48698,2.38,5.8,3.85,307.95
48717,3.66,6.59,0.18,307.95
48737,3.66,6.59,0.18,307.95
48757,3.66,6.59,0.18,307.95
48778,3.66,6.59,0.18,302.94
48797,1.16,4.64,0.31,302.94
48817,1.16,4.64,0.31,302.94
48837,1.16,4.64,0.31,305.27
48857,1.16,4.64,0.31,305.27
48877,1.16,4.64,0.31,305.27
48897,7.14,10.25,0.37,307.55
48918,2.14,1.83,-3.6,307.55
48937,2.14,1.83,-3.6,305.54
48958,2.14,1.83,-3.6,305.54
48978,2.14,1.83,-3.6,305.54
48997,4.88,0.91,-2.62,305.54
49018,4.88,0.91,-2.62,305.54
49038,4.88,0.91,-2.62,305.54
49058,5.31,1.53,-2.01,306.22
49078,5.31,1.53,-2.01,306.22
49098,5.31,1.53,-2.01,308.83
49118,5.31,1.53,-2.01,308.83
49138,1.16,-0.43,1.28,308.83
49158,1.16,-0.43,1.28,304.84
49179,1.16,-0.43,1.28,304.84
49197,6.71,6.41,2.5,304.84
49218,6.71,6.41,2.5,306.04
49238,6.71,6.41,2.5,306.04
49259,4.88,-1.71,-1.22,306.04
49277,4.88,-1.71,-1.22,306.04
49297,4.88,-1.71,-1.22,306.04
49317,4.88,-1.71,-1.22,304.71
49337,12.51,23.93,-1.59,304.71
49358,12.51,23.93,-1.59,302.08
49378,12.51,23.93,-1.59,302.08
